,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
452.5,1.7336395E+00,6.9730840E-01,2.1081770E-01,6.3659030E-02,1.9309380E-02,5.4705190E-03,1.7181530E-03,6.4647330E-04,2.7352150E-04,1.1075857E-04,4.4575820E-05,1.8839870E-05,7.8734660E-06,4.2199880E-06,1.9310390E-06,1.2621120E-06,7.8591720E-07,5.0432920E-07,3.5522730E-07,2.5313950E-07,1.8892420E-07,1.4168740E-07,1.0669464E-07,8.1775090E-08,6.3248900E-08,4.9207540E-08,3.8345190E-08,3.0110570E-08,2.3703030E-08,1.8460420E-08,1.4406350E-08,1.1333319E-08,8.9185050E-09,6.8643650E-09,5.2249550E-09,3.9981560E-09,3.0882030E-09,2.3786120E-09,1.8651020E-09,1.4557930E-09,1.1373811E-09
457.5,1.7493719E+00,7.3543960E-01,2.3243460E-01,7.3075060E-02,2.3053510E-02,6.8089740E-03,2.2194030E-03,8.6041800E-04,3.7360150E-04,1.5554860E-04,6.4377410E-05,2.7923500E-05,1.1978714E-05,6.5322080E-06,3.0565930E-06,2.0162090E-06,1.2704417E-06,8.2372280E-07,5.8411770E-07,4.1909170E-07,3.1440060E-07,2.3705240E-07,1.7941690E-07,1.3815040E-07,1.0731068E-07,8.3845410E-08,6.5613130E-08,5.1728810E-08,4.0886790E-08,3.1987630E-08,2.5071240E-08,1.9804040E-08,1.5651840E-08,1.2109578E-08,9.2674880E-09,7.1271840E-09,5.5315170E-09,4.2807150E-09,3.3707780E-09,2.6426020E-09,2.0735410E-09
462.5,1.7423864E+00,7.5397020E-01,2.4525030E-01,7.9162910E-02,2.5622150E-02,7.7727600E-03,2.5963680E-03,1.0274895E-03,4.5437040E-04,1.9284890E-04,8.1373290E-05,3.5945860E-05,1.5704790E-05,8.6768780E-06,4.1254290E-06,2.7429480E-06,1.7453160E-06,1.1414599E-06,8.1451000E-07,5.8801890E-07,4.4333550E-07,3.3596700E-07,2.5554500E-07,1.9765760E-07,1.5420220E-07,1.2099060E-07,9.5083230E-08,7.5263730E-08,5.9730930E-08,4.6937400E-08,3.6945710E-08,2.9304820E-08,2.3257210E-08,1.8084820E-08,1.3910940E-08,1.0750881E-08,8.3823960E-09,6.5171070E-09,5.1532710E-09,4.0576810E-09,3.1974690E-09
467.5,1.7473990E+00,7.8285220E-01,2.6366540E-01,8.7832650E-02,2.9313380E-02,9.1856660E-03,3.1584900E-03,1.2794940E-03,5.7740920E-04,2.5045840E-04,1.0801892E-04,4.8694440E-05,2.1712300E-05,1.2159569E-05,5.8817250E-06,3.9376900E-06,2.5286850E-06,1.6668070E-06,1.1952040E-06,8.6713580E-07,6.5613780E-07,4.9916220E-07,3.8105470E-07,2.9567530E-07,2.3133470E-07,1.8204290E-07,1.4347710E-07,1.1387953E-07,9.0623370E-08,7.1433250E-08,5.6393500E-08,4.4855520E-08,3.5707220E-08,2.7869330E-08,2.1522680E-08,1.6693600E-08,1.3059520E-08,1.0187836E-08,8.0793790E-09,6.3806500E-09,5.0429250E-09
472.5,1.7694910E+00,8.2281230E-01,2.8775160E-01,9.9180480E-02,3.4218930E-02,1.1107898E-02,3.9407330E-03,1.6364310E-03,7.5445690E-04,3.3489900E-04,1.4782930E-04,6.8079150E-05,3.1013980E-05,1.7607890E-05,8.6704770E-06,5.8396310E-06,3.7829000E-06,2.5115410E-06,1.8078180E-06,1.3168150E-06,9.9885760E-07,7.6192480E-07,5.8305260E-07,4.5328820E-07,3.5528860E-07,2.8008740E-07,2.2112970E-07,1.7577600E-07,1.4010390E-07,1.1066232E-07,8.7525920E-08,6.9734750E-08,5.5617070E-08,4.3539130E-08,3.3725040E-08,2.6223810E-08,2.0560860E-08,1.6072760E-08,1.2768446E-08,1.0104066E-08,8.0006720E-09
477.5,1.8188110E+00,8.8099790E-01,3.2109640E-01,1.1483705E-01,4.1072360E-02,1.3855700E-02,5.0826230E-03,2.1651140E-03,1.0199563E-03,4.6360950E-04,2.0957830E-04,9.8622110E-05,4.5909460E-05,2.6388710E-05,1.3220340E-05,8.9329590E-06,5.8257150E-06,3.8867010E-06,2.8004410E-06,2.0425570E-06,1.5487150E-06,1.1813504E-06,9.0375910E-07,7.0211460E-07,5.4976200E-07,4.3298280E-07,3.4152110E-07,2.7116960E-07,2.1590940E-07,1.7044820E-07,1.3472290E-07,1.0723498E-07,8.5468280E-08,6.6926960E-08,5.1869630E-08,4.0331930E-08,3.1614970E-08,2.4710030E-08,1.9611630E-08,1.5508070E-08,1.2270805E-08
482.5,1.8105150E+00,9.0412630E-01,3.3985460E-01,1.2496530E-01,4.5918950E-02,1.5942100E-02,5.9974920E-03,2.6055940E-03,1.2483270E-03,5.7791540E-04,2.6611650E-04,1.2734690E-04,6.0280790E-05,3.4996010E-05,1.7769110E-05,1.2040561E-05,7.8971890E-06,5.2900400E-06,3.8154530E-06,2.7858700E-06,2.1116360E-06,1.6107880E-06,1.2320316E-06,9.5648870E-07,7.4829040E-07,5.8878120E-07,4.6389820E-07,3.6796730E-07,2.9268350E-07,2.3093970E-07,1.8241680E-07,1.4506860E-07,1.1554675E-07,9.0515580E-08,7.0179440E-08,5.4569260E-08,4.2760430E-08,3.3409930E-08,2.6496250E-08,2.0940510E-08,1.6557270E-08
487.5,1.6906410E+00,8.6676270E-01,3.3461130E-01,1.2604970E-01,4.7420370E-02,1.6876190E-02,6.4910590E-03,2.8706700E-03,1.3967430E-03,6.5746960E-04,3.0784960E-04,1.4960100E-04,7.1903760E-05,4.2145350E-05,2.1666970E-05,1.4728540E-05,9.7160570E-06,6.5370870E-06,4.7208970E-06,3.4526270E-06,2.6173200E-06,1.9974350E-06,1.5281560E-06,1.1861286E-06,9.2752590E-07,7.2947190E-07,5.7461640E-07,4.5550650E-07,3.6210240E-07,2.8566920E-07,2.2557900E-07,1.7930550E-07,1.4278520E-07,1.1192388E-07,8.6854290E-08,6.7566410E-08,5.2953430E-08,4.1375200E-08,3.2798360E-08,2.5915120E-08,2.0484120E-08
492.5,1.8016310E+00,9.4035010E-01,3.6970990E-01,1.4162930E-01,5.4160090E-02,1.9607760E-02,7.6596190E-03,3.4300670E-03,1.6870650E-03,8.0346990E-04,3.8066990E-04,1.8698360E-04,9.0817000E-05,5.3562500E-05,2.7760330E-05,1.8872610E-05,1.2482982E-05,8.4093850E-06,6.0615270E-06,4.4266180E-06,3.3457070E-06,2.5467790E-06,1.9429160E-06,1.5030330E-06,1.1711116E-06,9.1785990E-07,7.2063540E-07,5.6905900E-07,4.5078920E-07,3.5459860E-07,2.7913030E-07,2.2110510E-07,1.7550990E-07,1.3730376E-07,1.0634364E-07,8.2526760E-08,6.4494520E-08,5.0246200E-08,3.9698800E-08,3.1271540E-08,2.4639930E-08
497.5,1.7889480E+00,9.5448860E-01,3.8376070E-01,1.5000130E-01,5.8499900E-02,2.1622590E-02,8.6022820E-03,3.9058680E-03,1.9434960E-03,9.3763940E-04,4.5000890E-04,2.2359660E-04,1.0981022E-04,6.5097440E-05,3.4004790E-05,2.3045520E-05,1.5253480E-05,1.0262703E-05,7.3576390E-06,5.3474450E-06,4.0144830E-06,3.0371140E-06,2.3020720E-06,1.7685130E-06,1.3680343E-06,1.0644881E-06,8.2962960E-07,6.5034750E-07,5.1141920E-07,3.9963270E-07,3.1237880E-07,2.4567440E-07,1.9368120E-07,1.5074170E-07,1.1614013E-07,8.9590840E-08,6.9576490E-08,5.3872190E-08,4.2253990E-08,3.3061050E-08,2.5872240E-08
502.5,1.7267830E+00,9.3510390E-01,3.8165430E-01,1.5111180E-01,5.9678950E-02,2.2363020E-02,8.9958610E-03,4.1110550E-03,2.0548030E-03,9.9732140E-04,4.8153590E-04,2.4029820E-04,1.1846220E-04,7.0056090E-05,3.6604520E-05,2.4514330E-05,1.6116070E-05,1.0743680E-05,7.5958570E-06,5.4506820E-06,4.0307410E-06,3.0065880E-06,2.2460650E-06,1.6998610E-06,1.2948137E-06,9.9233100E-07,7.6179430E-07,5.8803400E-07,4.5543280E-07,3.5083110E-07,2.7029260E-07,2.0940640E-07,1.6268520E-07,1.2499192E-07,9.5090480E-08,7.2366350E-08,5.5418720E-08,4.2312680E-08,3.2704340E-08,2.5221870E-08,1.9452030E-08
507.5,1.8014880E+00,9.7754430E-01,3.9967280E-01,1.5817600E-01,6.2448770E-02,2.3424130E-02,9.4016460E-03,4.2648590E-03,2.1129190E-03,1.0184335E-03,4.8830620E-04,2.4150380E-04,1.1792722E-04,6.8654220E-05,3.5405300E-05,2.3101440E-05,1.4889610E-05,9.7093840E-06,6.6813270E-06,4.6740870E-06,3.3618910E-06,2.4422240E-06,1.7765123E-06,1.3083914E-06,9.6986470E-07,7.2342080E-07,5.4060940E-07,4.0609530E-07,3.0612190E-07,2.2973840E-07,1.7237637E-07,1.3001516E-07,9.8381470E-08,7.3761230E-08,5.4763710E-08,4.0638730E-08,3.0327660E-08,2.2562490E-08,1.6980486E-08,1.2757690E-08,9.5846380E-09
512.5,1.7587040E+00,9.4659930E-01,3.8367260E-01,1.5026230E-01,5.8731690E-02,2.1838220E-02,8.6611740E-03,3.8633890E-03,1.8802440E-03,8.9205280E-04,4.2096100E-04,2.0452470E-04,9.8056610E-05,5.5733120E-05,2.8137910E-05,1.7748700E-05,1.1134426E-05,7.0518070E-06,4.6915170E-06,3.1785570E-06,2.2095780E-06,1.5530212E-06,1.0931609E-06,7.7867410E-07,5.5816920E-07,4.0270530E-07,2.9113730E-07,2.1151617E-07,1.5424384E-07,1.1208261E-07,8.1416740E-08,5.9422400E-08,4.3527260E-08,3.1639700E-08,2.2777660E-08,1.6379072E-08,1.1838768E-08,8.5319290E-09,6.2147200E-09,4.5208940E-09,3.2886510E-09
517.5,1.6326610E+00,8.8430780E-01,3.6064410E-01,1.4184620E-01,5.5676410E-02,2.0811820E-02,8.2763420E-03,3.6859030E-03,1.7884360E-03,8.4719840E-04,3.9917440E-04,1.9334370E-04,9.2377610E-05,5.2050570E-05,2.6121380E-05,1.6204410E-05,1.0045437E-05,6.2765260E-06,4.1049060E-06,2.7363820E-06,1.8682468E-06,1.2907032E-06,8.9294530E-07,6.2485470E-07,4.3995010E-07,3.1180320E-07,2.2145715E-07,1.5801541E-07,1.1318687E-07,8.0846470E-08,5.7713290E-08,4.1382630E-08,2.9786620E-08,2.1300672E-08,1.5091601E-08,1.0673291E-08,7.5853250E-09,5.3750440E-09,3.8471380E-09,2.7510530E-09,1.9669740E-09
