,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
452.5,1.4457500E+00,4.7751600E-01,1.3793000E-01,4.1252300E-02,1.2475400E-02,3.5274300E-03,1.1090000E-03,4.1870700E-04,1.7749900E-04,7.1873800E-05,2.8926500E-05,1.2241500E-05,5.1134200E-06,2.7487500E-06,1.2547600E-06,8.2464600E-07,5.1348100E-07,3.2957400E-07,2.3284000E-07,1.6608400E-07,1.2426900E-07,9.3318800E-08,7.0344100E-08,5.3988600E-08,4.1814900E-08,3.2568400E-08,2.5400800E-08,1.9969800E-08,1.5737900E-08,1.2258200E-08,9.5697300E-09,7.5355200E-09,5.9351500E-09,4.5645300E-09,3.4708700E-09,2.6550700E-09,2.0511300E-09,1.5794500E-09,1.2394100E-09,9.6754600E-10,7.5601100E-10
457.5,1.4544300E+00,5.0083200E-01,1.5101800E-01,4.7010100E-02,1.4783900E-02,4.3576500E-03,1.4221100E-03,5.5343300E-04,2.4078200E-04,1.0024600E-04,4.1491200E-05,1.8022300E-05,7.7310600E-06,4.2278700E-06,1.9756200E-06,1.3113000E-06,8.2634400E-07,5.3621100E-07,3.8166300E-07,2.7422300E-07,2.0633300E-07,1.5580300E-07,1.1808400E-07,9.1071300E-08,7.0856000E-08,5.5431500E-08,4.3421300E-08,3.4277500E-08,2.7123900E-08,2.1222500E-08,1.6641300E-08,1.3157800E-08,1.0406500E-08,8.0432000E-09,6.1490600E-09,4.7279800E-09,3.6702600E-09,2.8401800E-09,2.2382400E-09,1.7550600E-09,1.3774300E-09
462.5,1.4462900E+00,5.1169600E-01,1.5863300E-01,5.0683300E-02,1.6350800E-02,4.9501000E-03,1.6555900E-03,6.5776300E-04,2.9144500E-04,1.2369300E-04,5.2196800E-05,2.3091300E-05,1.0091000E-05,5.5906700E-06,2.6561700E-06,1.7777500E-06,1.1313500E-06,7.4080400E-07,5.3083900E-07,3.8389300E-07,2.9037800E-07,2.2041100E-07,1.6792000E-07,1.3011600E-07,1.0169100E-07,7.9897600E-08,6.2858500E-08,4.9824700E-08,3.9586800E-08,3.1111300E-08,2.4501100E-08,1.9452700E-08,1.5447600E-08,1.1997800E-08,9.2189600E-09,7.1238900E-09,5.5559600E-09,4.3199800E-09,3.4187700E-09,2.6925500E-09,2.1223900E-09
467.5,1.4470600E+00,5.2893200E-01,1.6957400E-01,5.5896500E-02,1.8591300E-02,5.8137000E-03,2.0019100E-03,8.1442100E-04,3.6826600E-04,1.5973200E-04,6.8897900E-05,3.1108300E-05,1.3880200E-05,7.7941300E-06,3.7712400E-06,2.5431000E-06,1.6336300E-06,1.0787500E-06,7.7732300E-07,5.6519000E-07,4.2923300E-07,3.2713800E-07,2.5021800E-07,1.9455300E-07,1.5252700E-07,1.2020500E-07,9.4857600E-08,7.5401600E-08,6.0072000E-08,4.7357600E-08,3.7409000E-08,2.9784400E-08,2.3720600E-08,1.8487900E-08,1.4262000E-08,1.1061800E-08,8.6565400E-09,6.7548600E-09,5.3615300E-09,4.2354700E-09,3.3488900E-09
472.5,1.4608100E+00,5.5300500E-01,1.8385500E-01,6.2687500E-02,2.1550700E-02,6.9808400E-03,2.4807300E-03,1.0350000E-03,4.7814500E-04,2.1223100E-04,9.3697700E-05,4.3226100E-05,1.9716400E-05,1.1222900E-05,5.5350300E-06,3.7581500E-06,2.4357700E-06,1.6212100E-06,1.1737100E-06,8.5728200E-07,6.5301200E-07,4.9915200E-07,3.8287100E-07,2.9836700E-07,2.3440400E-07,1.8509600E-07,1.4634100E-07,1.1651600E-07,9.2978400E-08,7.3450800E-08,5.8134500E-08,4.6364000E-08,3.6988200E-08,2.8907100E-08,2.2365600E-08,1.7393100E-08,1.3642600E-08,1.0670000E-08,8.4842300E-09,6.7161500E-09,5.3209200E-09
477.5,1.4961800E+00,5.8855200E-01,2.0362300E-01,7.2019000E-02,2.5660200E-02,8.6376600E-03,3.1751100E-03,1.3599100E-03,6.4199900E-04,2.9178700E-04,1.3193800E-04,6.2212400E-05,2.9020200E-05,1.6723200E-05,8.4060700E-06,5.7333100E-06,3.7419800E-06,2.5052500E-06,1.8177200E-06,1.3304300E-06,1.0137300E-06,7.7514700E-07,5.9473100E-07,4.6332800E-07,3.6377700E-07,2.8704800E-07,2.2678800E-07,1.8039900E-07,1.4381000E-07,1.1354800E-07,8.9821500E-08,7.1569900E-08,5.7047300E-08,4.4581600E-08,3.4509400E-08,2.6841000E-08,2.1050200E-08,1.6465100E-08,1.3081200E-08,1.0348700E-08,8.1940800E-09
482.5,1.4853300E+00,6.0124200E-01,2.1428000E-01,7.7900000E-02,2.8511100E-02,9.8767200E-03,3.7244500E-03,1.6276800E-03,7.8152100E-04,3.6176900E-04,1.6664000E-04,7.9921900E-05,3.7934400E-05,2.2077900E-05,1.1263900E-05,7.7120500E-06,5.0633200E-06,3.4064600E-06,2.4766400E-06,1.8158400E-06,1.3840400E-06,1.0586600E-06,8.1246700E-07,6.3276400E-07,4.9654900E-07,3.9153200E-07,3.0906900E-07,2.4563700E-07,1.9562700E-07,1.5438500E-07,1.2206000E-07,9.7174200E-08,7.7391500E-08,6.0484000E-08,4.6835600E-08,3.6433500E-08,2.8566000E-08,2.2341500E-08,1.7737700E-08,1.4025600E-08,1.1099100E-08
487.5,1.3835400E+00,5.7403100E-01,2.0989000E-01,7.8150300E-02,2.9279900E-02,1.0397400E-02,4.0093200E-03,1.7842400E-03,8.7005400E-04,4.0950000E-04,1.9181600E-04,9.3436800E-05,4.5056100E-05,2.6474700E-05,1.3693200E-05,9.4136000E-06,6.2173500E-06,4.2044400E-06,3.0636100E-06,2.2511900E-06,1.7170500E-06,1.3143500E-06,1.0094100E-06,7.8624900E-07,6.1691700E-07,4.8631200E-07,3.8386700E-07,3.0494700E-07,2.4273000E-07,1.9153400E-07,1.5140000E-07,1.2047800E-07,9.5914800E-08,7.4987700E-08,5.8112900E-08,4.5232800E-08,3.5473900E-08,2.7751000E-08,2.2024200E-08,1.7412200E-08,1.3776700E-08
492.5,1.4719600E+00,6.2103900E-01,2.3109800E-01,8.7483800E-02,3.3313600E-02,1.2034100E-02,4.7135600E-03,2.1245600E-03,1.0472700E-03,4.9870300E-04,2.3638000E-04,1.1640500E-04,5.6753700E-05,3.3555600E-05,1.7519800E-05,1.2057800E-05,7.9867000E-06,5.4123700E-06,3.9408300E-06,2.8935700E-06,2.2020400E-06,1.6818400E-06,1.2886500E-06,1.0008500E-06,7.8280800E-07,6.1509900E-07,4.8403000E-07,3.8312900E-07,3.0391000E-07,2.3911000E-07,1.8843600E-07,1.4944200E-07,1.1857200E-07,9.2485400E-08,7.1526600E-08,5.5546300E-08,4.3443000E-08,3.3895800E-08,2.6814200E-08,2.1136200E-08,1.6672800E-08
497.5,1.4584900E+00,6.2815500E-01,2.3881200E-01,9.2221300E-02,3.5809500E-02,1.3206700E-02,5.2694900E-03,2.4094500E-03,1.2016300E-03,5.7964100E-04,2.7833900E-04,1.3868800E-04,6.8429900E-05,4.0668500E-05,2.1441600E-05,1.4733700E-05,9.7683300E-06,6.6189400E-06,4.8010400E-06,3.5115400E-06,2.6569600E-06,2.0177700E-06,1.5371700E-06,1.1862200E-06,9.2160100E-07,7.1918200E-07,5.6197100E-07,4.4168900E-07,3.4783800E-07,2.7186700E-07,2.1279100E-07,1.6756700E-07,1.3201800E-07,1.0239200E-07,7.8764000E-08,6.0812700E-08,4.7269700E-08,3.6665500E-08,2.8799800E-08,2.2550500E-08,1.7670500E-08
